total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.0680086394791386,0.01033878010461442,0.0221277360079798,0.1533552488508611,0.14429069871288958,0.20386591831059012,0.1513647642679901,0.026054590570719603,5.210918114143922e-06,0.29094292803970223,0.29094292803970223,9.3019394336286e-05,8.780847622214207e-05,0.5279659316322798,0.06851848057467191,0.08542262135403612,0.19505076460517934,0.43795071261037155,-0.31436433670012487
