total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.4022025143901282,0.05220543740173622,0.06355278855284908,0.15846998856483085,0.40103990117251337,0.5944373629892276,0.5519713261648745,0.016129032258064516,3.225806451612903e-06,1.0,1.0,0.00025541941182006156,0.00025219360536844873,0.5964136774971185,0.07295382907475267,0.08894325111541374,0.19185305470789746,0.4636009119105909,-0.2996733649328768
