total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.9830236261671912,0.0895781683605168,0.0977829145774492,0.15423831086116727,0.633972934684596,0.9602428836727893,0.5489806066633516,0.0004972650422675286,9.945300845350573e-08,1.0,1.0,0.0003881268918078551,0.0003880274387994016,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.29967336493287666
