epoch,timesteps,val_final_equity,val_total_return,val_max_drawdown,val_sharpe,val_n_trades,val_win_rate,val_profit_factor
1,15000,1.091887806402819,0.09188780640281902,-0.1473065903563372,0.38439059699624867,580,0.4844827586206897,0.9888759350348261
2,30000,0.922449176932309,-0.07755082306769101,-0.13283868361524498,0.02200298595050103,370,0.4837837837837838,0.9764441353962608
3,45000,0.7940786151102575,-0.20592138488974254,-0.22715033529577544,0.08789262615865402,281,0.35231316725978645,0.9103750685518558
4,60000,0.9547515779941582,-0.04524842200584178,-0.17480987631164568,0.0667018577080109,371,0.48247978436657685,0.9494092721690846
5,75000,0.8820912108279688,-0.11790878917203118,-0.18245342788483576,0.008747657265317598,370,0.5135135135135135,0.9973537815879153
