cagr,annual_vol,sharpe,win_rate,turnover_avg,costs_avg,max_drawdown
-0.0259941695271646,0.0317073734764612,-0.8198146575105647,0.14166666666666666,0.008333333333333333,1.6666666666666667e-06,-0.021862369149110994
