total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,max_drawdown
-0.6057550035094338,-0.1063522105947392,-0.1042990273973215,0.12733316574102457,-0.8191033874823247,-1.1686764875269375,0.2339405560882071,0.02444870565675935,2.444870565675935e-05,0.49856184084372,0.49856184084372,-0.000389436323697691,-0.00041388502935445036,-0.6093545477166282
