total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
-0.07161713479486231,-0.009268755610063018,-0.009050575441904471,0.022773092079049557,-0.3974240920156242,-0.49135699115251597,0.0174042764793635,0.047737444057682744,9.54748881153655e-06,0.040775733465937346,0.040775733465937346,-2.636749310078277e-05,-3.591498191231933e-05,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.09339738097049433
