Date,Open,High,Low,Close,Volume,ret_1d,vol_5d,vol_20d,vol_rel,regime,regime_label
2024-02-15,491.489,494.354,491.002,494.167,62661961,0.006899207589535772,0.009247268523727691,0.007671242599178569,0.8100958431165517,1,Calm
2024-02-16,493.862,495.012,490.958,491.706,76731748,-0.004980097821181806,0.009257621845563588,0.0074847902453621246,1.0155316972349986,1,Calm
2024-02-20,489.943,490.623,486.725,488.998,72875309,-0.005507356021687837,0.009504177531283135,0.007658229854957439,0.96716340286932,1,Calm
2024-02-21,487.68,489.601,485.849,489.442,60549772,0.0009079791737389709,0.0066695990593314235,0.007650277021644823,0.798387084295693,1,Calm
2024-02-22,496.136,500.546,495.161,499.571,77615157,0.0206949955255169,0.010804311498271362,0.008794299745050662,1.0270938118541482,1,Calm
2024-02-23,501.313,502.16,499.177,499.916,62295087,0.0006905925283893222,0.010686903972019927,0.008768233282305643,0.8306156703020164,1,Calm
2024-02-26,500.358,500.802,497.955,498.085,51186451,-0.00366261531937373,0.010474781042459037,0.008831710740346048,0.6948533745541676,1,Calm
2024-02-27,498.785,499.236,496.865,499.01,49629922,0.0018571127418012257,0.009519659186569331,0.00871778015544422,0.6795658648745385,1,Calm
2024-02-28,497.435,498.936,497.07,498.35,57403479,-0.0013226187851945737,0.00975584028941436,0.008726531371630996,0.7871626948305003,1,Calm
2024-02-29,500.132,501.776,497.455,500.142,85256807,0.0035958663589845674,0.0028174351328905008,0.007646050418696941,1.204416230247621,1,Calm
2024-03-01,501.028,505.27,500.614,504.838,78064486,0.009389333429306035,0.005006754868809678,0.007419470367144594,1.114847808969241,1,Calm
2024-03-04,504.031,506.167,504.001,504.296,50589645,-0.0010736117328727923,0.004372061183470136,0.0072000667763816705,0.7493443681422738,1,Calm
2024-03-05,502.269,502.721,497.021,499.256,74011950,-0.009994130431334014,0.007137991246701324,0.00758312715279449,1.0986788171216426,0,Trending Down
2024-03-06,502.574,504.068,500.477,501.785,69467697,0.005065537519829633,0.007382959238656569,0.007619648659027188,1.0216201385720198,1,Calm
2024-03-07,505.123,507.83,501.84,506.767,59582981,0.009928555058441368,0.00833620501409586,0.007701485698207342,0.8841134684434276,1,Calm
2024-03-08,507.406,510.124,503.144,503.725,87905936,-0.006002758664238161,0.008069107424021421,0.007888544679207599,1.2716127115261844,0,Trending Down
2024-03-11,502.505,503.883,500.556,503.291,63550059,-0.0008615812199117556,0.008065338987017346,0.007832169589150291,0.9202518049008238,1,Calm
2024-03-12,505.428,509.296,502.879,508.705,74274874,0.010757196135039226,0.007165633453602222,0.008116980369736801,1.062571788585892,1,Calm
2024-03-13,509.03,509.209,506.452,507.91,55978672,-0.0015627917948515258,0.007474230323747337,0.007321290139774287,0.8360608330590824,1,Calm
2024-03-14,508.894,509.045,503.824,506.905,111920411,-0.0019786970132504855,0.006301300871955436,0.007189964237267617,1.6202123158840378,0,Trending Down
2024-03-15,503.799,505.27,501.738,503.424,109016103,-0.006867164458823627,0.006517715416174529,0.007317996161337359,1.5269361052428427,0,Trending Down
2024-03-18,507.542,509.002,506.0,506.416,90024504,0.0059433002796847045,0.00701138603686418,0.007259218059650534,1.249299855683666,1,Calm
2024-03-19,505.714,509.512,504.697,509.231,61528377,0.005558671132033677,0.005465758909435412,0.007117357493925272,0.8606255903188104,1,Calm
2024-03-20,509.288,514.079,508.607,513.939,70480169,0.009245313030824764,0.006603822223472522,0.007288848259889337,0.9790389302527331,1,Calm
2024-03-21,516.814,517.525,515.353,515.639,61022875,0.0033077855543168777,0.006138241393663343,0.005906532584354111,0.8575503510340009,1,Calm
2024-03-22,515.55,516.037,514.424,514.661,80077023,-0.0018966757751063268,0.004124239123112168,0.005955642514714876,1.1114303345851475,1,Calm
2024-03-25,513.268,514.405,513.081,513.24,49129427,-0.0027610407627544076,0.0050580257701125795,0.0059180315679324,0.682867486197314,1,Calm
2024-03-26,514.681,515.027,511.886,512.291,66296774,-0.0018490374873352255,0.0050927710169122635,0.0059646414898731435,0.9109313341179663,1,Calm
2024-03-27,515.154,516.635,512.957,516.596,84055954,0.008403426958505822,0.004763964132144612,0.0061310612777896985,1.1341787186467236,1,Calm
2024-03-28,516.635,518.018,516.212,516.498,97520245,-0.00018970336587964542,0.00460191502833819,0.006131699940832976,1.3050567405114013,1,Calm
2024-04-01,517.247,517.791,514.424,515.599,63272571,-0.0017405682112999754,0.004583427324501055,0.005890556683752752,0.8552044857319576,1,Calm
2024-04-02,511.728,512.459,509.99,512.321,75174893,-0.006357653913215522,0.005406496628963213,0.006106382946790029,0.9994724194063199,1,Calm
2024-04-03,511.215,514.405,511.161,512.884,59908520,0.001098920403418857,0.005362265727960093,0.00555228495469258,0.8040397236707167,1,Calm
2024-04-04,516.941,517.285,506.312,506.623,98090599,-0.012207438719086583,0.00544219872878583,0.006245954365260844,1.2916762010713083,0,Trending Down
2024-04-05,507.996,513.901,507.552,511.915,75495092,0.010445637091091475,0.008477005293318653,0.006287972237777853,0.9838268946653579,1,Calm
2024-04-08,512.627,513.643,511.383,512.202,49017667,0.0005606399499915593,0.008540031493477774,0.00609779417880042,0.6553887729457163,1,Calm
2024-04-09,513.959,514.207,507.888,512.795,68991272,0.001157746357882239,0.008074224358392472,0.006084623826429128,0.9191017639526385,1,Calm
2024-04-10,507.028,509.674,505.655,507.66,83704568,-0.010013748183972049,0.009217285842971164,0.006095823979169033,1.1081518672164739,0,Trending Down
2024-04-11,509.201,512.952,505.645,511.492,70991021,0.007548359138005667,0.007893133166353924,0.006316056333486082,0.9305916031085337,1,Calm
2024-04-12,507.908,509.333,502.683,504.431,93738940,-0.013804712488171944,0.00876252212303718,0.00705758902800046,1.2436041734984244,0,Trending Down
2024-04-15,508.656,508.826,497.253,498.112,93273444,-0.012526985851384898,0.009398165803907524,0.007441162068574966,1.250486971580294,0,Trending Down
2024-04-16,498.595,500.136,495.9,497.204,74419109,-0.001822883206989645,0.008952021044703527,0.007288075311781688,1.0082602185761447,1,Calm
2024-04-17,499.692,499.859,492.849,494.261,76876268,-0.0059190996049910405,0.008690703205351393,0.00720480056614116,1.0308332589430396,1,Calm
2024-04-18,495.672,497.796,492.295,493.244,75496714,-0.0020576173317335966,0.00567877072499899,0.00674927638293733,1.0089414168523227,1,Calm
2024-04-19,493.165,494.167,487.654,488.939,103397766,-0.008727931814680012,0.004550219374022058,0.006784656242051467,1.3437636450311938,0,Trending Down
2024-04-22,491.575,496.067,489.205,493.441,68825857,0.00920769257514742,0.00682237032669374,0.007284065272306908,0.9010526501444628,1,Calm
2024-04-23,495.475,499.731,493.256,499.296,65456087,0.011865653644508756,0.009181565204737787,0.007918501322931908,0.8478749289458315,1,Calm
2024-04-24,500.195,500.994,496.808,499.06,56639764,-0.0004726655130423696,0.008469680823293092,0.007919884461646773,0.738291767866954,1,Calm
2024-04-25,492.908,497.933,491.239,497.164,70001954,-0.0037991423876888586,0.008708794461687121,0.007598325468416428,0.9209012194786739,1,Calm
2024-04-26,499.988,503.473,499.346,501.874,65124417,0.009473735025062213,0.006926505107264861,0.008008179406206569,0.8753890609098492,1,Calm
2024-04-29,503.681,504.333,500.877,503.651,47006088,0.003540729346409588,0.006572643350451873,0.00808324012172079,0.638830232087407,1,Calm
2024-04-30,502.17,503.157,495.672,495.672,78469549,-0.01584231938385905,0.009458374014107615,0.00866287534219574,1.0640482081940812,0,Trending Down
2024-05-01,495.08,501.804,493.585,494.063,81263934,-0.003246098226246441,0.009470249946765997,0.008645704494980406,1.086212848207947,1,Calm
2024-05-02,497.816,499.533,493.274,498.684,63346134,0.009353058213223964,0.010596389111831125,0.008628075148582477,0.8668435041828898,1,Calm
2024-05-03,504.737,506.11,502.17,504.866,73682543,0.012396627924697645,0.011264059301336844,0.008771205135239333,1.0095413740031691,1,Calm
2024-05-06,507.294,510.119,506.85,510.079,47866149,0.010325512116086344,0.011995386875366549,0.009107837172434184,0.6563428181650746,1,Calm
2024-05-07,511.057,512.054,509.96,510.642,53230145,0.0011037505954960558,0.0067143985599501695,0.009107431435065906,0.7378674719621919,1,Calm
2024-05-08,508.786,511.235,508.666,510.691,42582267,9.595763764047582e-05,0.005647031857587512,0.00880801121865573,0.6075854604321225,1,Calm
2024-05-09,510.879,513.671,510.212,513.633,44199036,0.005760822101819052,0.005442769165828277,0.008739763648623139,0.6429436218552548,1,Calm
2024-05-10,515.253,516.067,513.061,514.295,52897841,0.0012888579978309611,0.0042920424798397975,0.008090228562887256,0.7930383437410522,1,Calm
2024-05-13,515.995,516.102,513.21,514.365,37183579,0.00013610865359381386,0.0023468549750955804,0.0074457207796819755,0.5819184899699003,1,Calm
2024-05-14,514.562,517.247,514.019,516.724,58268014,0.004586237399512028,0.002633425777198081,0.007427050707651288,0.9235594010707628,1,Calm
2024-05-15,519.224,523.419,518.581,523.123,60262100,0.012383787089432552,0.004810349396762805,0.007532819710585155,0.9679104240366578,1,Calm
2024-05-16,523.221,524.844,521.898,522.047,50884195,-0.0020568776368081743,0.005632836579091106,0.007532794252360092,0.8337656804899445,1,Calm
2024-05-17,522.166,522.866,520.694,522.798,59940751,0.0014385677917887474,0.005620072090573974,0.007035671634938272,1.0184215919717252,1,Calm
2024-05-20,522.915,524.881,522.52,523.4,38244758,0.0011514963714474025,0.005494211585595733,0.006913844247569728,0.6671280133042338,1,Calm
2024-05-21,522.629,524.842,522.423,524.683,33862489,0.00245128009170803,0.005471665175204704,0.006589494788189128,0.6074230355053916,1,Calm
2024-05-22,523.983,524.703,520.97,523.172,49005733,-0.0028798341093574376,0.002341270797605125,0.0066682288869453505,0.8851218947871476,1,Calm
2024-05-23,526.263,526.372,518.127,519.351,57939213,-0.007303525418027035,0.004054351338063105,0.006881848356516241,1.0580002800890185,1,Calm
2024-05-24,521.219,523.607,520.26,522.788,41816507,0.006617875001684759,0.005309558301093662,0.006751547920824721,0.7801943563606369,1,Calm
2024-05-28,523.607,523.844,520.487,523.153,36731135,0.0006981797592906513,0.005288969921577473,0.006748768213686825,0.6919461777226529,1,Calm
2024-05-29,519.075,520.684,518.769,519.49,45765373,-0.007001775771141583,0.005819445127359779,0.005737729877079843,0.8895359178983836,1,Calm
2024-05-30,517.929,518.601,514.78,516.042,47059825,-0.00663727886966059,0.006196109756338097,0.005958147617077578,0.9461469423315775,1,Calm
2024-05-31,517.01,520.873,511.847,520.743,91941010,0.009109723627146682,0.007395876519578574,0.005942991436937431,1.7968412044753288,0,Trending Down
2024-06-03,522.373,522.659,516.033,521.169,47431689,0.0008180618846531651,0.006622052892030808,0.005438226576388665,0.9513815516349982,1,Calm
2024-06-04,519.846,522.502,518.364,521.751,35073364,0.001116720296103546,0.006645211660353179,0.005035927821818541,0.7126422053181815,1,Calm
2024-06-05,524.101,527.972,522.082,527.952,48216210,0.011884979616713753,0.007367536332236797,0.005579134534377704,0.9847025312456024,1,Calm
2024-06-06,528.258,528.692,525.987,527.942,31200570,-1.8941115858983615e-05,0.00550404045181137,0.005580913590574166,0.6446908971903429,1,Calm
2024-06-07,526.955,530.144,525.843,527.3,43774560,-0.0012160426713541117,0.005314433671321101,0.005530045728579599,0.904901478980055,1,Calm
2024-06-10,526.48,529.255,525.877,528.929,36183909,0.003089322966053576,0.005229303494344833,0.00554400569549259,0.7611375780835848,1,Calm
2024-06-11,527.36,530.262,525.365,530.203,36846392,0.0024086408572794316,0.005146018023971509,0.005539627836859571,0.7753480436548373,1,Calm
2024-06-12,534.825,537.283,533.512,534.557,64056182,0.008211949008210206,0.003644719512308056,0.005701790585607405,1.3397568036462633,1,Calm
2024-06-13,536.325,536.498,532.811,535.634,45330535,0.002014752402456521,0.003399247525926986,0.005122468343805402,0.9631429535440396,1,Calm
2024-06-14,534.084,535.989,533.067,535.96,40600041,0.0006086245458654105,0.0029092934604389464,0.005067795982271301,0.8721623654143393,1,Calm
2024-06-17,535.268,541.637,534.803,540.226,56550017,0.007959549220091011,0.0035743500710231683,0.005280579193341246,1.2192371257804484,1,Calm
2024-06-18,540.285,541.727,539.86,541.598,41902934,0.00253967783853426,0.003558002052899911,0.005282746778740079,0.8998923649466308,1,Calm
2024-06-20,542.536,543.208,538.33,540.127,71223157,-0.002716036617565032,0.0038714197761813215,0.005370909079580043,1.4705678600253569,0,Trending Down
2024-06-21,539.294,540.532,537.926,539.403,65124701,-0.0013404254925228898,0.00416545279042471,0.0053161137898640205,1.3226413877233805,1,Calm
2024-06-24,539.224,541.82,537.53,537.649,45959737,-0.0032517431308317635,0.004677480413113715,0.005030823013688953,0.9449077122928863,1,Calm
2024-06-25,538.887,540.086,537.352,539.719,38635732,0.00385009550840798,0.003195775505120052,0.0049267088998134175,0.7969358532103035,1,Calm
2024-06-26,538.59,541.117,537.936,540.393,38915649,0.0012487979856183884,0.0029645382841020384,0.004922903536668467,0.8009052459516713,1,Calm
2024-06-27,540.255,541.83,539.502,541.245,35373266,0.0015766303412516613,0.002755494291765561,0.004485139070928687,0.7358702960812918,1,Calm
2024-06-28,542.028,545.119,537.857,539.115,76865501,-0.003935371227447804,0.003349519748404009,0.004243474010015967,1.5509503867027907,0,Trending Down
2024-07-01,540.512,540.76,537.431,540.225,40679365,0.002058929912912788,0.0029149869442946954,0.0039195553253966835,0.8655704204334893,1,Calm
2024-07-02,538.6,543.86,538.55,543.86,40817644,0.00672867786570408,0.0037834308818343694,0.004058386205949191,0.8746674242469487,1,Calm
2024-07-03,543.544,546.654,543.504,546.287,33100378,0.004462545508035154,0.003989891844818805,0.004082830391633627,0.710799327879267,1,Calm
2024-07-05,546.594,549.843,545.95,549.438,41881217,0.005768030357669041,0.004262853663987491,0.003517668307877258,0.9055187925596803,1,Calm
2024-07-08,550.23,551.033,548.992,550.072,36452358,0.0011539063552212792,0.002379476923174101,0.0034918792901306814,0.7836913943378627,1,Calm
2024-07-09,551.042,551.954,550.31,550.607,27572745,0.0009725999505518779,0.002640255467741317,0.0034172718017605468,0.6032951734430041,1,Calm
2024-07-10,551.845,556.402,551.548,556.055,39067658,0.009894534577293834,0.0036856770773202045,0.0038277290893297886,0.8521170416296746,1,Calm
2024-07-11,556.174,557.056,550.617,551.26,53556521,-0.008623247700317305,0.00691027090487228,0.004566746741516849,1.1472316432935845,0,Trending Down
2024-07-12,552.4,558.383,551.924,554.738,53587028,0.00630918259986224,0.006991072436548741,0.004447900172403083,1.1609022855319773,1,Calm
2024-07-15,556.759,559.539,554.381,556.263,40968560,0.0027490454953509325,0.006982543267582498,0.00445223860954407,0.8917508642737092,1,Calm
2024-07-16,557.585,559.858,556.828,559.561,36820621,0.0059288502021526135,0.007104745398452298,0.004529246696042866,0.8047741281205403,1,Calm
2024-07-17,553.559,555.252,551.389,551.716,57659780,-0.014019919186648133,0.009242695728740228,0.005591641452871937,1.2587210425054733,0,Trending Down
2024-07-18,553.272,554.272,545.267,547.476,56803182,-0.007685113355421991,0.009070656265845935,0.005908428912177389,1.2201767696512638,0,Trending Down
2024-07-19,547.238,548.883,542.771,543.841,66129346,-0.006639560455618088,0.008140263872339976,0.006085293697909675,1.4283243597386612,0,Trending Down
2024-07-22,547.813,550.062,545.851,549.448,43757143,0.010309998694471245,0.010146925569859947,0.006460006869766049,0.9674326119154417,1,Calm
2024-07-23,549.339,551.513,548.086,548.586,34765648,-0.0015688472794512798,0.009104960664644036,0.0064132860162017845,0.7782691844742318,1,Calm
2024-07-24,543.712,544.019,535.222,536.153,75220805,-0.022663720911579976,0.011895009246086878,0.008270445666611401,1.6176614350958225,0,Trending Down
2024-07-25,536.272,542.32,532.409,533.36,61737358,-0.005209333902822522,0.011840490417769982,0.008332685573392373,1.2958923856330542,0,Trending Down
2024-07-26,537.193,542.058,536.412,539.334,54272844,0.011200689965501498,0.013805917087718724,0.00873451321500485,1.1170519090778261,1,Calm
2024-07-29,540.898,541.919,537.629,539.651,39889975,0.0005877619434340176,0.01231579013070703,0.008689522526091098,0.8534986731970746,1,Calm
2024-07-30,541.137,542.206,533.465,536.916,47297260,-0.005068090302806638,0.012275795069966474,0.008750269621464933,1.0048728843373353,1,Calm
2024-07-31,543.832,548.308,542.444,545.643,66285114,0.01625393916366802,0.00974288647697919,0.009387312640035103,1.3711907927347569,1,Calm
2024-08-01,547.388,549.665,534.37,537.917,77152389,-0.014159441246382687,0.012253840461109706,0.00985475404857425,1.5264438081022893,0,Trending Down
2024-08-02,530.725,531.953,523.642,527.901,83572949,-0.018619972969807774,0.01368544807602287,0.010496911690790967,1.587980007974468,0,Trending Down
2024-08-05,506.841,518.668,505.484,512.527,147652307,-0.029122884783320924,0.017108331322992245,0.012088985455766345,2.5374842849106325,0,Trending Down
2024-08-06,514.35,524.782,513.013,517.252,85629480,0.009219026509822648,0.01922951709428821,0.012385083520336045,1.4016641034429218,0,Trending Down
2024-08-07,523.513,526.604,513.193,513.795,71367739,-0.006683396100933381,0.014318812391655892,0.01202286337965163,1.1381270496200337,0,Trending Down
2024-08-08,518.995,526.307,516.945,525.673,63875716,0.023118169698031377,0.020984330590807617,0.01338137174483514,1.0103358180688446,1,Calm
2024-08-09,524.841,529.497,523.602,527.991,46051501,0.004409585426681684,0.019567306641585177,0.013323754167454922,0.7327734104867295,1,Calm
2024-08-12,529.2,530.705,525.97,528.268,42944873,0.0005246301546808496,0.011143409970727464,0.013287893942979745,0.6822678459621957,1,Calm
2024-08-13,531.498,537.193,531.25,536.956,52828582,0.016446197763256398,0.012075978037451996,0.013835610732648424,0.8287525452773117,1,Calm
2024-08-14,537.758,539.848,535.054,538.65,42848833,0.0031548208791780663,0.009752312356587953,0.013578857352663332,0.6800953826659062,1,Calm
2024-08-15,544.346,548.169,543.732,547.882,61422933,0.017139144156687935,0.007850947328603183,0.014071804326334637,0.9713417767847979,1,Calm
2024-08-16,546.247,549.814,546.09,549.111,44851415,0.0022431837512457697,0.008174833997508485,0.01398677155950997,0.7214173738768023,1,Calm
2024-08-19,549.526,554.361,548.665,554.361,39492213,0.009560908450203964,0.007058939068558533,0.013960310182212042,0.6374030004749975,1,Calm
2024-08-20,553.906,555.579,552.098,553.46,34051654,-0.0016252947086825564,0.007366643275658871,0.013960764267817942,0.5499094130826574,1,Calm
2024-08-21,554.519,556.838,549.526,555.362,41907676,0.003436562714559166,0.007339563076312855,0.012854074829742684,0.6954864329886709,1,Calm
2024-08-22,557.283,557.897,549.775,551.003,56652835,-0.007848934568803645,0.006439134857506927,0.01294350713708923,0.9441759230275241,1,Calm
2024-08-23,554.281,557.808,552.063,556.858,51118866,0.01062607644604463,0.007751470009252485,0.01292194778868184,0.8541918124750714,1,Calm
2024-08-26,557.897,558.621,553.807,555.53,36127469,-0.0023848090536545685,0.0069585731939634365,0.012952226912461473,0.6055905789935677,1,Calm
2024-08-27,554.242,556.789,553.083,556.293,33003456,0.0013734631793063112,0.006864583852571421,0.012859250152136945,0.5599320008347203,1,Calm
2024-08-28,555.946,556.382,549.833,553.063,41454853,-0.005806292727034146,0.007289391303570871,0.012500090842462107,0.7184501732357966,1,Calm
2024-08-29,555.055,558.393,551.954,553.113,39081746,9.040561382711587e-05,0.006147524467392294,0.012001716568676086,0.7004291933673652,1,Calm
2024-08-30,555.51,558.908,551.914,558.393,63293779,0.009545969810870414,0.00571907789570467,0.011142974886141412,1.1553565670094008,1,Calm
2024-09-03,555.213,555.55,544.356,546.901,61173898,-0.02058048721957484,0.011213825599748288,0.009952174637804194,1.2123491800914148,0,Trending Down
2024-09-04,545.039,549.229,544.306,545.783,47672083,-0.0020442456678629872,0.010976501804212632,0.009918103023928258,0.9816926945609518,1,Calm
2024-09-05,545.723,548.604,541.968,544.455,44683369,-0.0024332014738457364,0.010922736387418292,0.009749789048592325,0.9461425760907916,1,Calm
2024-09-06,544.782,546.427,534.38,535.291,69142331,-0.016831510409492045,0.012235819054690112,0.009488628275317702,1.4559278425720859,0,Trending Down
2024-09-09,539.541,542.573,537.59,541.285,40828778,0.01119764763465092,0.012786180399982838,0.009737046790500097,0.8644838346328988,1,Calm
2024-09-10,543.217,543.999,538.283,543.642,36739177,0.004354452829840261,0.010381707996778376,0.009758853644627592,0.7830374842110457,1,Calm
2024-09-11,543.553,550.151,534.895,549.219,75961091,0.010258589292218012,0.011513442937246744,0.009348909850323788,1.5800400007922968,0,Trending Down
2024-09-12,549.804,554.153,547.555,553.846,52384075,0.008424690333000084,0.011654220696448395,0.009481085591467077,1.0789231249188573,1,Calm
2024-09-13,554.461,557.75,554.203,556.739,39682708,0.005223473673187096,0.003018570962749293,0.008791615437131275,0.8360384043765511,1,Calm
2024-09-16,556.471,557.828,554.648,557.56,37003196,0.0014746586820753027,0.003456525898941859,0.00878683340992039,0.7860850716396184,1,Calm
2024-09-17,559.799,561.266,555.535,557.789,49787960,0.0004107181289907391,0.004266006656732881,0.008541487615649636,1.0462391949154768,1,Calm
2024-09-18,558.453,563.356,555.569,556.135,59603997,-0.002965278985422759,0.004410329647493088,0.00856296865001896,1.219764516859941,1,Calm
2024-09-19,565.654,567.507,562.752,565.624,76028586,0.017062403912719182,0.007739635213233505,0.009334916281084234,1.5033965375951885,1,Calm
2024-09-20,564.239,565.7,561.586,564.646,77997763,-0.001729063830389177,0.008133562836213545,0.009129090647252185,1.5104587633894548,0,Trending Down
2024-09-23,565.73,566.716,564.497,566.058,44398492,0.0025006818431372313,0.008103053150229396,0.008867549958302611,0.8654265118208943,1,Calm
2024-09-24,566.862,567.737,564.0,567.677,47104402,0.0028601309406457442,0.007976204193325233,0.00884415344367062,0.9084519348574703,1,Calm
2024-09-25,567.518,568.263,565.302,566.425,38673852,-0.0022054795244480507,0.007826988233579562,0.008874895114139547,0.7418048396795824,1,Calm
2024-09-26,570.738,571.066,566.286,568.671,48644502,0.003965220461667585,0.002837115656880469,0.00875204877720786,0.9266627417000413,1,Calm
2024-09-27,569.754,570.578,566.802,567.846,42369631,-0.0014507509614523073,0.0027702083679001666,0.00877121829186937,0.8046086264196104,1,Calm
2024-09-30,566.802,570.738,564.477,570.121,64061720,0.004006367923697685,0.0030259542508646754,0.008584320283148926,1.2156597544187864,1,Calm
2024-10-01,569.764,570.422,562.411,565.014,73132576,-0.008957747565867535,0.005354289416566796,0.007345113573474771,1.372221712569589,0,Trending Down
2024-10-02,564.11,566.286,561.685,565.252,38340952,0.0004212285005327221,0.005326460269479385,0.007300294356015539,0.7257632254300574,1,Calm
2024-10-03,563.762,566.189,561.904,564.219,41107163,-0.0018275034851710226,0.004736028574074805,0.007283135171606022,0.7807680558910332,1,Calm
2024-10-04,568.721,569.724,564.497,569.346,43279660,0.009086897109101155,0.006724793193804793,0.005981174657067224,0.8427297062620628,1,Calm
2024-10-07,567.677,568.333,563.037,564.199,50283583,-0.009040196997959105,0.007529373749879848,0.006246151848467905,0.970177628042779,1,Calm
