feature,importance
num__Fare,0.2573816630792414
num__Age,0.2356273427390534
num__FamilySize,0.09678888765844815
num__Pclass,0.09209473629751763
num__SibSp,0.08765549387859269
num__Parch,0.05512855718164842
cat__Embarked_S,0.03419555673182399
cat__Sex_male,0.03287168245339586
cat__Embarked_C,0.03201961356450087
cat__Sex_female,0.03056058393365552
cat__Embarked_Q,0.029688828691396024
num__IsAlone,0.015987053790726232
