label,run_id,total_return,cagr,sharpe,max_drawdown,turnover_avg,costs_avg
low,vol_target_multi_sensitivity_low,0.8401998786297136,0.07941995442885252,0.8481913136250155,-0.1315475626660494,0.0621545712687838,0.0
mid,vol_target_multi_sensitivity_mid,0.7072770319692603,0.0693261750183809,0.7498134527160009,-0.1393872788057544,0.0621545712687838,3.7292742761270276e-05
high,vol_target_multi_sensitivity_high,0.34637073312569244,0.037972209620228625,0.4379570156250875,-0.1718484943359454,0.0621545712687838,0.00015538642817195948
