total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.8401998786297136,0.07941995442885252,0.08101167934719397,0.09551109289361238,0.8481913136250155,1.2844937682553323,0.5375435106911984,0.0621545712687838,0.0,0.7600613528568866,0.7600613528568866,0.0003214749180444205,0.0003214749180444205,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.1315475626660494
