total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,rolling_sharpe_insufficient_data,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.6040151642080147,0.06099866045843649,0.06595771300490286,0.1157942540278911,0.5696112778533534,0.8158740389129705,0.3838886126305321,0.0174042764793635,3.4808552958727007e-06,0.69418199900547,0.69418199900547,0.0002652178116645348,0.00026173695636866215,False,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.29808071240079326
