total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.5712697214767026,0.05825988934105619,0.06761438457862111,0.14783533407364474,0.4573628152045082,0.6663552635895597,0.18000994530084535,0.0208851317752362,4.177026355047241e-06,0.3356539035305818,0.3356539035305818,0.00027248807627021035,0.0002683110499151631,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.2873809135491967
