epoch,timesteps,val_final_equity,val_total_return,val_max_drawdown,val_sharpe,val_n_trades,val_win_rate,val_profit_factor
6,90000,0.9858461088840549,-0.014153891115945116,-0.139099117356555,0.1397498070242148,61,0.3442622950819672,0.9900276662044839
7,105000,0.876800327111157,-0.12319967288884304,-0.2067958856194667,0.016660803980460177,171,0.6432748538011696,0.9677363226702272
8,120000,0.9508873159631142,-0.049112684036885845,-0.15439682920462028,0.060772238893909564,331,0.45317220543806647,0.9372947876900372
1,15000,0.863902838338169,-0.13609716166183095,-0.17849041457760284,0.023023900962858532,460,0.43478260869565216,0.9422339617509584
2,30000,0.8726088268273094,-0.12739117317269055,-0.20815213196636995,0.013955153464307288,251,0.47410358565737054,0.9548351295004681
3,45000,0.8128994384233207,-0.18710056157667931,-0.21779102968435682,0.07025055561977367,180,0.38333333333333336,0.8644993977547384
4,60000,0.8367292737559835,-0.1632707262440165,-0.18920457474758556,0.041607561783748914,151,0.33112582781456956,0.9054543497206824
5,75000,0.7790638391282281,-0.22093616087177192,-0.23013718173794795,0.10747470705444323,231,0.2987012987012987,0.814256009770097
1,15000,0.8777560162091691,-0.1222439837908309,-0.19060978938362427,0.0028512534216233922,291,0.5807560137457045,0.8687256337086416
2,30000,0.9389330382835351,-0.06106696171646486,-0.137843847683373,0.022734306894766732,540,0.387037037037037,0.8425864407081743
3,45000,1.0002488667418004,0.0002488667418003576,-0.14015160512381442,0.1747182962413786,221,0.6334841628959276,0.9923501282496148
4,60000,0.8810343370820203,-0.11896566291797972,-0.1755522227639258,0.011373229620986454,181,0.5027624309392266,0.8912711814630103
5,75000,0.8663634741573009,-0.13363652584269914,-0.19867676783424548,0.017262800811203943,241,0.4149377593360996,0.8326859449887892
6,90000,0.8371671481919224,-0.1628328518080776,-0.19583170379080295,0.037027392466019715,141,0.425531914893617,0.9176281021691902
7,105000,0.8240028320246076,-0.17599716797539244,-0.19192986956077152,0.054253659672972764,261,0.4559386973180077,0.9187425860876725
8,120000,0.8483755767716045,-0.15162442322839553,-0.1816080524810254,0.03236610857777915,341,0.5278592375366569,0.9410718504318031
1,15000,0.8357839088985665,-0.16421609110143354,-0.21469607161780724,0.030187533165958767,381,0.49606299212598426,1.2507235354438304
2,30000,0.8800189469552437,-0.11998105304475626,-0.139760578959226,-0.004110852451477365,380,0.39210526315789473,1.003215064817031
3,45000,1.0145063593090051,0.014506359309005123,-0.15530858498990863,0.21215801576704668,420,0.5,0.9255151597402177
4,60000,0.7729364789983982,-0.22706352100160176,-0.23499562444375477,0.11672716164170927,301,0.3654485049833887,0.9142956451369676
5,75000,0.8534544746645414,-0.14654552533545862,-0.16664250225208266,0.025252737132446784,441,0.42857142857142855,0.9189326084484948
6,90000,0.9269234637474731,-0.07307653625252686,-0.15498785239657575,0.019625757417460216,230,0.47391304347826085,1.0925392364604942
7,105000,0.7273702637423639,-0.2726297362576361,-0.2813547352814949,0.18497444191831935,201,0.39303482587064675,0.8969865085120577
