total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,max_drawdown
-0.5851382265740095,-0.10083233349869525,-0.09813795357181813,0.12738163957254006,-0.7704246381279422,-1.100381556242388,0.2339405560882071,0.02444870565675935,0.0,0.49856184084372,0.49856184084372,-0.000389436323697691,-0.000389436323697691,-0.5897417928113229
