ts,decision_ts,gross,net,exposure,turnover,txn_cost,slippage_cost,costs
2016-07-11,2016-07-08,0.00046990554550090037,-5.407539878132979e-05,0.6950621612218272,0.13494163436547207,2.6988326873094415e-05,0.0004969926174091357,0.0005239809442822302
2016-07-12,2016-07-11,-0.00015041926476823213,-0.00019170049807112275,0.6929758380686628,0.014173563238950401,2.83471264779008e-06,3.844652065510053e-05,4.128123330289062e-05
2016-07-13,2016-07-12,0.0021952377558545504,0.0021415222184950067,0.6800974249467152,0.020016372923026146,4.003274584605229e-06,4.971226277493863e-05,5.371553735954386e-05
2016-07-14,2016-07-13,-0.00014340404681827134,-0.00015298063763299357,0.6770984958203019,0.003621274891461107,7.242549782922214e-07,8.852335836429998e-06,9.57659081472222e-06
2016-07-15,2016-07-14,-0.0016615930032972928,-0.002262244539608994,0.6699502216223303,0.2005595708241414,4.0111914164828284e-05,0.0005605396221468726,0.0006006515363117009
2016-07-18,2016-07-15,0.0024177265370621034,0.0024076932377098395,0.6693889453661662,0.0035377404986460526,7.075480997292106e-07,9.325751252534703e-06,1.0033299352263915e-05
2016-07-19,2016-07-18,-0.0010656620446654742,-0.0010970781310782535,0.6802980020400098,0.011113931783520214,2.222786356704043e-06,2.919330005607532e-05,3.141608641277937e-05
2016-07-20,2016-07-19,0.0018691440418054954,0.001857072214053529,0.6834698591353204,0.0044772735847199985,8.954547169439998e-07,1.117637303502241e-05,1.2071827751966408e-05
2016-07-21,2016-07-20,-4.9828605594060384e-05,-6.534064076225401e-05,0.6830574802079367,0.0053657477217915195,1.073149544358304e-06,1.4438885623835324e-05,1.551203516819363e-05
2016-07-22,2016-07-21,0.002125336758494756,0.002115969027430923,0.6802127478601789,0.003150949325207139,6.301898650414278e-07,8.737541198791385e-06,9.367731063832813e-06
2016-07-25,2016-07-22,-0.0020421693216731104,-0.0020853233898671135,0.6945211461662222,0.014761168780811115,2.9522337561622233e-06,4.0201834437840714e-05,4.3154068194002935e-05
2016-07-26,2016-07-25,0.0027653368979169562,0.0021943958129962194,0.9610201025146371,0.26649895634841514,5.329979126968303e-05,0.0005176412936510537,0.0005709410849207367
2016-07-27,2016-07-26,0.006939142363065708,0.006763474304118535,1.0,0.0926971195032983,1.853942390065966e-05,0.00015712863504651345,0.00017566805894717312
2016-07-28,2016-07-27,0.0003118483045470402,-0.00011725363054725601,0.9999999999999997,0.22560897627612048,4.51217952552241e-05,0.00038398013983907215,0.0004291019350942962
2016-07-29,2016-07-28,0.0035450922703398674,0.003474089382637608,1.0,0.04302468732931876,8.604937465863753e-06,6.239795023639588e-05,7.100288770225964e-05
2016-08-01,2016-07-29,-0.00048535335851821577,-0.0005475951031919618,1.0,0.0373669094266323,7.4733818853264615e-06,5.476836278841959e-05,6.224174467374605e-05
2016-08-02,2016-08-01,-0.0069440889781475805,-0.006965775396531325,0.9999999999999999,0.012737988563584574,2.547597712716915e-06,1.9138820671027248e-05,2.1686418383744162e-05
2016-08-03,2016-08-02,0.0037172265984868813,0.0036507340889381013,1.0,0.04431099242422715,8.862198484845429e-06,5.7630311063934365e-05,6.64925095487798e-05
2016-08-04,2016-08-03,0.0026418375777621387,0.0026224046625641178,1.0,0.013276286307348478,2.6552572614696955e-06,1.6777657936551275e-05,1.943291519802097e-05
2016-08-05,2016-08-04,0.006624095132204751,0.006303269706576381,1.0,0.20157218826008821,4.031443765201764e-05,0.00028051098797635186,0.00032082542562836947
2016-08-08,2016-08-05,0.0007688277509380376,0.0006880458472264659,0.9999999999999998,0.0510885586292264,1.0217711725845281e-05,7.056419198572641e-05,8.078190371157169e-05
2016-08-09,2016-08-08,0.0035032081488596493,0.0034717285583546753,1.0,0.024202292515254797,4.84045850305096e-06,2.6639132001923166e-05,3.147959050497412e-05
2016-08-10,2016-08-09,-0.0017152235141017652,-0.001752889166029384,0.9999999999999999,0.03076142565005348,6.152285130010696e-06,3.151336679760805e-05,3.766565192761875e-05
2016-08-11,2016-08-10,0.0032884913485608253,0.0032566012394561663,1.0,0.021661404867295064,4.332280973459013e-06,2.7557828131199843e-05,3.1890109104658855e-05
2016-08-12,2016-08-11,-0.0004372467193231483,-0.00045706200565687205,1.0,0.014398222039341366,2.8796444078682733e-06,1.6935641925855444e-05,1.9815286333723715e-05
2016-08-15,2016-08-12,0.004247628749053877,0.004237803746491447,1.0,0.00781556150487557,1.5631123009751141e-06,8.261890261454646e-06,9.825002562429759e-06
2016-08-16,2016-08-15,-0.004064814831627116,-0.004088414424945991,1.0000000000000002,0.017738062210079814,3.547612442015963e-06,2.0051980876859396e-05,2.3599593318875356e-05
2016-08-17,2016-08-16,0.0003828563980163934,0.00033716696472910055,1.0,0.03529858502718662,7.059717005437324e-06,3.8629716281855517e-05,4.568943328729284e-05
2016-08-18,2016-08-17,0.003071787577367365,0.0030121767504244328,1.0,0.04657953970592027,9.315907941184055e-06,5.0294919001748415e-05,5.961082694293247e-05
2016-08-19,2016-08-18,-0.002836119310731712,-0.0028653765350733934,1.0,0.022583802708297518,4.516760541659504e-06,2.4740463800021897e-05,2.9257224341681403e-05
2016-08-22,2016-08-19,-0.00018501335560308608,-0.00021646835953563934,1.0,0.0256762527565942,5.135250551318841e-06,2.6319753381234425e-05,3.145500393255326e-05
2016-08-23,2016-08-22,0.002103960150483141,0.0020849655769058003,0.9999999999999999,0.012712961983297466,2.5425923966594935e-06,1.645198118068129e-05,1.8994573577340786e-05
