total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.3940967679710399,0.0425129535730151,0.046218192835521366,0.0955484601045008,0.48371468033051285,0.7240354476295112,0.5271009448035803,0.0621545712687838,0.0001380693909193358,0.7600613528568866,0.7600613528568866,0.0003214749180444205,0.00018340552712508478,1.3644910330136089,0.11386706563374194,0.12499386596364831,0.18465209850057004,0.6769154912326244,-0.17391551982983622
