total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,benchmark_total_return,benchmark_cagr,benchmark_annual_return,benchmark_annual_vol,benchmark_sharpe,max_drawdown
0.5101624306285701,0.07556514525664104,0.08187637777616898,0.1340590690247255,0.6107485183346151,0.934925287358301,0.5420757363253857,0.06869086578062734,1.3738173156125471e-05,0.8392356241234221,0.8392356241234221,0.0003386444341726691,0.0003249062610165436,0.3446780234177249,0.05372960495305201,0.07367435479931045,0.2059148040472213,0.3577904713563729,-0.16115216568879498
