total_return,cagr,annual_return,annual_vol,sharpe,sortino,win_rate,turnover_avg,costs_avg,gross_exposure_avg,exposure_avg,gross_return_avg,net_return_avg,max_drawdown
-0.5893444057690713,-0.1019385877004011,-0.09937016833691881,0.1273681711759647,-0.7801805381945429,-1.1140970421521048,0.2339405560882071,0.02444870565675935,4.88974113135187e-06,0.49856184084372,0.49856184084372,-0.000389436323697691,-0.00039432606482904287,-0.5937399869810502
