epoch,timesteps,val_final_equity,val_total_return,val_max_drawdown,val_sharpe,val_n_trades,val_win_rate,val_profit_factor
1,15000,0.8853307199707439,-0.11466928002925614,-0.15536552736978526,0.0036301345151608065,411,0.48418491484184917,0.8559404774388636
2,30000,0.8795075903547948,-0.12049240964520525,-0.1470589956062427,-0.006800377660784412,331,0.3293051359516616,1.005485276848277
3,45000,0.8608026340174123,-0.1391973659825877,-0.15353412307335057,-0.00413507090440878,401,0.39650872817955113,0.984435090372909
4,60000,0.7935654597572023,-0.20643454024279773,-0.2360509676697331,0.0830826115963093,181,0.49171270718232046,1.0585260799008227
5,75000,0.7905981835307381,-0.20940181646926193,-0.22449972972968224,0.08261123876886362,251,0.4342629482071713,1.0025998095182922
