Date,Open,High,Low,Close,Volume,ret_1d,ret_5d,vol_5d,vol_20d,vol_acc,range_vol,vol_rel,vol_z,sma_10,sma_20,sma_50,slope_10,mom_burst,rsi_14,macd_line,signal_line,macd_hist,bb_width
2005-05-23,91.9843,92.6083,91.9651,92.4159,66482810,0.005506485706638253,0.025478307763665553,0.00430738413641405,0.007597818305642713,0.5669238145922839,0.006959841326005516,0.6964788088126908,-1.240191462747121,90.80394,90.29338,90.46709000000001,0.001682820307554067,1.2783824831652895,61.94459955430733,0.41118714654305677,0.08667800144881461,0.32450914509424217,0.04964494870128216
2005-05-24,92.1567,92.463,91.9749,92.2142,66100846,-0.0021825248685560794,0.016598205682812894,0.005224032325355625,0.007192252753428079,0.7263415934410354,0.005293111039297512,0.7041246855960404,-1.1452296947138474,91.0287,90.459975,90.442094,0.00247522299142533,-0.41778540308364215,60.33963967692518,0.47609593205389444,0.16456158756983058,0.31153434448406386,0.05072681565527244
2005-05-25,92.101,92.4906,91.6895,92.1394,62840231,-0.0008111548980527239,0.00531465113259566,0.003558177477463221,0.007198806286514277,0.4942732636282842,0.008694434736931272,0.6867928825082369,-1.1522437039419693,91.19618999999999,90.60537000000001,90.431258,0.0018399691525858852,-0.22796914297312912,59.72166170290335,0.5155578474022349,0.23476083953631144,0.28079700786592343,0.051537382652999335
2005-05-26,92.4256,92.7385,92.2973,92.616,56457030,0.00517259717341334,0.006198021630606565,0.0037734723833905484,0.006409351527123198,0.5887448000662636,0.004763755722553283,0.6307493496207282,-1.2694546741601769,91.51069,90.830575,90.445382,0.0034486089824588007,1.3707787621296665,62.36640266192383,0.5786193725623008,0.3035325461415093,0.27508682642079146,0.0481397131333727
2005-05-27,92.6248,92.7771,92.4351,92.7771,31938170,0.0017394402694999034,0.009436425713035934,0.003455381719827564,0.005852317002682468,0.5904296910512119,0.0036862544744338714,0.37865432257774406,-1.9606153718555064,91.85986,91.00383000000001,90.458904,0.003815619792616687,0.5034001760553771,63.24492951694538,0.6342838794818704,0.3696828128095816,0.2646010666722888,0.04897301138018139
2005-05-31,92.6438,92.7002,92.1298,92.195,58235805,-0.006274177571836237,-0.002390281326048904,0.0042853858568091185,0.006061916825519021,0.706935772983359,0.006186886490590513,0.6963900947719887,-0.9316555869778657,92.06738,91.12343,90.47379600000001,0.0022590933624326848,-1.4640866230938048,57.978313803551785,0.6242320386982669,0.42059265798731865,0.20363938071094828,0.04858711223537419
2005-06-01,92.2321,93.2955,92.1662,92.9691,90578238,0.008396333857584537,0.008186374766576021,0.005629818806302957,0.006264706018995072,0.898656503470859,0.012147046706916607,1.097630378042156,0.3046005861582357,92.29343,91.273555,90.510736,0.002455267001189698,1.4914036588141388,62.4557877330283,0.6709944763897653,0.470673021667808,0.20032145472195728,0.05016421494545559
2005-06-02,92.7573,93.2401,92.6618,93.1749,52473180,0.0022136387251248113,0.01123840615415328,0.005459912770461567,0.006101916359074227,0.8947865636247325,0.006206607144198692,0.6575617815711754,-1.0269906754047782,92.44569,91.399125,90.57023,0.0016497382316378317,0.40543474094787324,63.567224686603495,0.7164021472148363,0.5198188467772137,0.19658330043762262,0.0529589886675415
2005-06-03,93.0075,93.2774,92.3681,92.6812,79132178,-0.005298637293949193,0.0007039820333420987,0.006036234579475213,0.0062734761129991335,0.9621834005182012,0.009811051216427946,1.0217306944092241,0.06933732737946553,92.50926,91.50174,90.618374,0.0006876469849486089,-0.8778049206637911,59.05103871715933,0.7044303548730539,0.5567411483963818,0.14768920647667216,0.05369209515051119
2005-06-06,92.5987,92.7289,92.2514,92.6083,47090192,-0.0007865672865694506,-0.0018194144891358066,0.005975911674317622,0.006208168790254278,0.9625884662960101,0.005156125314901494,0.6254261565764414,-1.1288183690044487,92.57911,91.61524999999999,90.662838,0.0007550595475522837,-0.13162295526001258,58.39135433961546,0.681207664521267,0.5816344516213589,0.09957321289990817,0.05326205745056053
2005-06-07,92.8868,93.5473,92.5987,92.6715,86439762,0.0006824442301607281,0.005168393079885147,0.004978342651004769,0.006102573875163095,0.8157775313898548,0.010236156747220162,1.1260304653096884,0.39144247633813106,92.60467,91.704305,90.70604000000002,0.0002760882017551758,0.13708258770424409,58.820851457513,0.6602917941371373,0.5973659201245146,0.06292587401262273,0.053614942868431166
2005-06-08,92.9128,93.0449,92.3319,92.5167,64835717,-0.0016704164710832359,-0.004866132940944845,0.0028340536730423185,0.005556759062340038,0.5100191750708828,0.007706716733303218,0.8628175226773928,-0.4231419877411824,92.63492,91.83180999999999,90.75830400000001,0.00032665739211634737,-0.5894086966537124,57.261730868062926,0.6240313054414486,0.6026989971879014,0.02133230825354715,0.05097538420656286
2005-06-09,92.3777,93.0353,92.1567,92.95,74095502,0.0046834787665361866,-0.002413740181100188,0.003631222541415921,0.005526724880777934,0.6570297273246566,0.00945239376008613,1.0166197543974038,0.05497032864258751,92.71598,91.956085,90.793622,0.0008750479840649028,1.2897797982191865,60.42389134164381,0.6230758649483477,0.6067743707399907,0.016301494208356915,0.049990463124856985
2005-06-10,93.017,93.0735,92.2886,92.7289,47313638,-0.0023786982248521493,0.0005146674838045762,0.002802305162956515,0.004801934076815829,0.583578432799879,0.008464459300174955,0.6851475409558315,-1.133833735223085,92.72727,92.11898,90.828024,0.00012176973160404891,-0.8488359538639965,58.06312962464772,0.5975891139643039,0.6049373193848534,-0.007348205420549481,0.04340478005776252
2005-06-13,92.5451,93.4095,92.4437,93.0353,64161616,0.003304255739041473,0.004610817820865032,0.003061717627927682,0.004723454017028286,0.6481946509672875,0.010381005919258467,0.9615531106227354,-0.15560738114410705,92.75309,92.306475,90.876728,0.00027845098858181316,1.0792160027056281,60.37366223251466,0.595252894658131,0.6030004344395089,-0.007747539781377877,0.033110083722799125
2005-06-14,92.931,93.5205,92.8782,93.2497,44069738,0.002304501624652122,0.0062392429171860275,0.0031151641396048426,0.004404255511910549,0.7073077688568292,0.0068879578164861835,0.6704425790216645,-1.256174049204495,92.85856,92.46297,90.92663399999999,0.0011371049740769301,0.739768686851846,61.953286985962585,0.6037421485389558,0.6031487772593983,0.0005933712795574975,0.025709513612340147
2005-06-15,93.4833,93.5386,92.7573,93.4192,69849454,0.001817700217802365,0.009754995584581039,0.0026545549216542585,0.004256621796006643,0.6236294998406092,0.008363377121619556,1.0705780682887345,0.2713893410080283,92.90356999999999,92.5985,90.971142,0.00048471567941588134,0.6847473820290122,63.20217013463085,0.6170343884907226,0.6059258995056631,0.01110848898505945,0.020260642048276118
2005-06-16,93.4192,93.8527,93.2955,93.6622,60481961,0.0026011783444943593,0.0076621839698762795,0.0022503306558378402,0.0037195730513493977,0.6049970318559703,0.005949038139185227,0.9568355067435365,-0.18529337446795327,92.95230000000001,92.698995,91.014446,0.0005245223622731832,1.15590888025165,64.97708764858861,0.6398014210627281,0.6127010038170762,0.02710041724565193,0.020321256587848693
2005-06-17,93.778,94.0575,92.9598,93.6525,69674611,-0.00010356365748398488,0.009960217364813007,0.0012857176927422902,0.0036498270072503696,0.35226811851307366,0.011720989829422634,1.1126377270849888,0.4973552219292561,93.04943,92.779345,91.047482,0.0010449445575848593,-0.08054923527874944,64.84263580177847,0.6495738662850954,0.62007557631068,0.029498289974415393,0.021136963450343
2005-06-20,93.4095,94.0105,93.3052,93.6622,54743056,0.00010357438402608388,0.006738302558276121,0.0012611053295368388,0.003613310154333383,0.3490166289833758,0.007530252332317563,0.878000497733054,-0.5325671132947434,93.15482,92.86696500000001,91.09997,0.0011326238108066988,0.08212977890938285,64.9208059293316,0.6506015784532195,0.6261807767391879,0.024420801714031604,0.020813777393582433
2005-06-21,93.7494,93.8621,93.3711,93.7309,51922987,0.0007334869349642226,0.005160338317442337,0.0011532804168202272,0.0034505524203907846,0.3342306611558781,0.00523840057014282,0.8426088651802693,-0.672052153697416,93.26075999999999,92.932715,91.15214599999999,0.0011372465751100513,0.6359999599981052,65.50578518097677,0.6494728449273452,0.6308391903768193,0.018633654550525902,0.021842806224851994
2005-06-22,93.8813,94.0766,93.4095,93.8056,60507627,0.0007969623677996918,0.004136194700875118,0.0010661433807331573,0.0033826410767320955,0.3151807586287393,0.007111515730404207,0.9863974572287847,-0.05796808040957593,93.38964999999999,93.01228499999999,91.19670400000001,0.001382038919691464,0.7475182369311401,66.16645864150775,0.6471460839605925,0.634100569093574,0.013045514867018437,0.022087985573854156
2005-06-23,93.6144,93.8153,92.463,92.481,81419546,-0.014120692154839465,-0.012611277548466804,0.006497802765558753,0.004758423273497216,1.365536941984393,0.014622462992398435,1.307503420163457,1.269859072196473,93.34275,93.029365,91.23627,-0.0005021969779305246,-2.1731484458926578,48.44682464142983,0.5322821420754167,0.6137368836899426,-0.08145474161452593,0.02098712611601242
2005-06-24,92.5002,92.5987,91.6981,91.7987,76717789,-0.007377731642175145,-0.019794452897680337,0.006634942963589767,0.004893199560839527,1.3559518431844642,0.009810596446354874,1.2122770764991802,0.8753724169498874,93.24973,92.9885,91.28565400000001,-0.000996542313141613,-1.111950859368449,42.18061314978588,0.38179464182834977,0.567348435317624,-0.18555379348927425,0.023842224257426256
2005-06-27,91.789,92.1394,91.6254,91.9375,66314322,0.0015120039826272968,-0.018414045367287968,0.006876765405215007,0.00488814999590265,1.406823729013892,0.005590754588715114,1.0201756712468986,0.09743567081402113,93.13995,92.94651999999999,91.363066,-0.001177268824263611,0.21987136010329886,43.773837563133625,0.2706127582521134,0.5080012999045219,-0.23738854165240852,0.02586205771830214
2005-06-28,92.1298,92.7672,92.1107,92.6812,55236612,0.008089191026512621,-0.011199081626229956,0.00862464498862055,0.005039151244457553,1.7115273128796442,0.007083421449010244,0.8517217220600404,-0.7093926038248627,93.0831,92.97083,91.449842,-0.0006103718114514045,0.937915717026019,51.487339027048904,0.23974703455846225,0.45435044683531,-0.21460341227684776,0.024883303162957515
2005-06-29,92.8698,92.8868,92.3969,92.463,55809757,-0.0023543070223519535,-0.014312578353531169,0.008462676077755363,0.004688445285672029,1.8050068971941402,0.0052983355504363,0.8842625764430085,-0.5963328686297998,92.98748,92.945525,91.518028,-0.001027254141729217,-0.278198848983661,49.3482610098832,0.1954260597607771,0.40256556942040345,-0.20713950965962635,0.025365452431049252
2005-06-30,92.7483,92.8324,91.7708,91.9566,80752313,-0.005476785308718091,-0.005670353910532944,0.006152254262551189,0.004788971036664307,1.2846714284654472,0.011544576463244758,1.2514224643430711,1.2892511730309781,92.81692,92.88461,91.60145200000001,-0.0018342254247561973,-0.8902077490274684,44.70613488724609,0.11807799050605183,0.34566805363753317,-0.22759006313148133,0.02696901679936082
2005-07-01,92.1662,92.4351,91.9843,92.2321,64528799,0.0029959785377016157,0.004721199755552075,0.005188735099893855,0.004723641633051266,1.098460785760786,0.004887669260485243,1.011450926170742,0.060342931607942615,92.67488,92.862155,91.65592799999999,-0.001530324427916785,0.5774004458933465,47.594389381412356,0.078109241198149,0.29215629114965636,-0.21404704995150736,0.027644752582516894
2005-07-05,92.1479,93.0735,91.9651,92.9598,66817081,0.007889877819110769,0.011119510537049626,0.006069626489624948,0.005056729805387002,1.200306665220454,0.0119234335702098,1.0313729925891146,0.1773537229903823,92.60464,92.87973,91.73175800000001,-0.000757918434855287,1.299894900073727,54.37375005045526,0.10395470266689699,0.2545159734531045,-0.1505612707862075,0.027531440005557125
2005-07-06,92.8868,93.0735,92.1394,92.195,70081196,-0.008227212192797428,-0.005245939845405667,0.006501926151712493,0.005393391505361945,1.205535727426514,0.010131785888605683,1.0955893166362785,0.589945667893833,92.45105,92.85590499999999,91.780648,-0.001658556201935557,-1.2653497956572037,47.42930002731137,0.0620096402544732,0.21601470681337825,-0.15400506655890506,0.028263355133138632
2005-07-07,91.2597,92.5549,91.2504,92.5549,133847627,0.003903682412278453,0.0009939110779448868,0.00678069527388564,0.005459411438717991,1.2420194649183502,0.014094337522918877,1.9853613721978884,3.5414067716614723,92.32598,92.857815,91.8541,-0.0013528240079478948,0.575705245390894,50.62505757489576,0.05715000856093866,0.18424176716289034,-0.12709175860195168,0.028220361638150192
2005-07-08,92.5719,93.6144,92.3586,93.6144,83664926,0.011447259950580602,0.018028069763345034,0.007421632826448738,0.005949985786830271,1.2473362277395381,0.013414602881608041,1.2322560277308032,0.8274682599421384,92.43932,92.891035,91.94175800000001,0.0012276067906344945,1.5424177773074168,58.603182250034784,0.13720984118212698,0.17483538196673767,-0.037625540784610695,0.029132459858475453
2005-07-11,93.6237,94.1893,93.6047,94.0766,64510392,0.004937274607325293,0.01999846040586739,0.007432779199098441,0.00599661478143817,1.239495860582166,0.006214085117872126,0.9382569518494505,-0.2299890480785962,92.66711,92.95842,92.061052,0.0024642111170873893,0.6642567754020439,61.523958350071005,0.23524179162683367,0.18691666389875689,0.04832512772807679,0.031193474948620778
2005-07-12,94.0479,94.6211,93.8527,94.3186,67617812,0.002572371875684265,0.014617071035006646,0.007108659373929698,0.0059823515637898485,1.1882717520242705,0.00814685544526742,0.9809865211644906,-0.07111422667887915,92.90522,93.02258499999999,92.161184,0.00256952008107314,0.3618645061618335,62.99609776928672,0.3286714759738203,0.21526762631376958,0.11340384966005071,0.0338104708131663
2005-07-13,94.3283,94.5359,94.1141,94.4605,53526269,0.001504475257266158,0.02457291610174095,0.0038988604237905873,0.00597374257888104,0.6526662929156373,0.004465358536107735,0.7712584756009903,-0.8883294629813027,93.08315,93.08312500000001,92.254334,0.0019151776401800102,0.3858755399937921,63.86904837138146,0.4094454853513696,0.25410319812128956,0.15534228723008003,0.03647568116515913
2005-07-14,94.8489,95.2317,94.5081,94.8489,83956810,0.004111771587065549,0.024785289595688598,0.00388701932626384,0.006018950189520652,0.6457968921276953,0.007628976192660165,1.1975597213121008,0.7624613897237287,93.32174,93.15461,92.35198,0.0025631921566899862,1.0578209636011184,66.21817668482984,0.49904739599929826,0.3030920376968913,0.19595535830240696,0.040126394881315496
2005-07-15,94.7456,94.9255,94.3943,94.7819,72760901,-0.0007063866845056221,0.012471371925686592,0.002225648337936349,0.006011624172047103,0.37022413148932126,0.0056044455745242324,1.0288513051430523,0.113167390295129,93.60427,93.210595,92.43434800000001,0.0030274831995202867,-0.31738453693724866,65.4279154339815,0.5582164439884281,0.3541169189551987,0.20409952503322937,0.042823008423935306
2005-07-18,94.5167,94.6211,94.1512,94.3855,73693063,-0.0041822331056878825,0.003283494514044971,0.003224874639491036,0.006105606417955212,0.528182529094474,0.004978518946236399,1.0390801227937487,0.15363855045111194,93.81960999999998,93.24724499999999,92.50948,0.002300536075971582,-1.2968664758644588,60.80440305348263,0.5665908668404427,0.3966117085322475,0.1699791583081952,0.044096991583280384
2005-07-19,94.6882,94.9646,94.442,94.9064,77137207,0.0055188561802397285,0.0062320687542012365,0.0038669830055542524,0.00621058563441561,0.6226438589181645,0.005506477961444236,1.0707381138789622,0.28833424321567735,94.01427,93.30945499999999,92.600846,0.002074832756179701,1.4271732627579654,64.36774607147854,0.6082484247234703,0.4389390517704921,0.1693093729529782,0.046733949732350635
2005-07-20,94.5933,95.4517,94.3378,95.2317,90220508,0.0034275876021006013,0.00816425913477059,0.003992317416151455,0.006240986070112087,0.6396933707752618,0.011696735435784523,1.2199209533398434,0.9319020852009433,94.31794,93.38449499999999,92.687672,0.003230041567094055,0.8585456481211117,66.42082104882067,0.659904364093677,0.48313211423512914,0.1767722498585479,0.05009326056493524
2005-07-21,95.3178,95.3656,94.489,94.6977,130638853,-0.005607376535334385,-0.0015941144283170283,0.004773851568670769,0.00640402702636865,0.7454452564010714,0.009256824611368559,1.686476716483469,2.5032866698473937,94.53222,93.42909999999999,92.78229400000001,0.0022718901621472387,-1.1746019498242908,60.28063910123379,0.6502569734111461,0.5165570860703326,0.1336998873408135,0.051501068841732445
2005-07-22,94.8203,95.3276,94.6211,95.3178,72497401,0.006548205500239268,0.0056540331012568945,0.005646002468087269,0.005529680572347411,1.021035915948121,0.00741204685798461,0.9413231974700209,-0.21267473226010966,94.70256,93.57094,92.87936000000002,0.0018019253118144452,1.1597948065833623,64.39662031737636,0.6847548072249765,0.5501966303012613,0.1345581769237152,0.05350010489122686
2005-07-25,95.2032,95.6241,94.7916,95.0413,74654387,-0.002900822301815542,0.006948101138416485,0.0053661082092156896,0.005232918318190455,1.0254523160742344,0.00875934988262993,0.9706302492099944,-0.10627570875668657,94.79903,93.73307,92.99076600000001,0.0010186630646520367,-0.5405820471998046,61.34407686156641,0.6819225709568855,0.5765418184323862,0.1053807525244993,0.052039946965533025
2005-07-26,95.0701,95.3178,94.4041,95.1743,55541585,0.001399391632900704,0.0028227811823016147,0.004868243240467475,0.005233248648153696,0.930252615110311,0.009600280748059147,0.7272251572443517,-0.9613572926149493,94.8846,93.89491,93.108544,0.0009026463667403117,0.2874530454466941,62.27052420435158,0.6825420716476316,0.5977418690754353,0.08480020257219634,0.05039087960662485
2005-07-27,95.2891,95.5763,94.9255,95.5096,58666374,0.003523009888173556,0.002918145953500817,0.004882395930113979,0.005037839946595249,0.9691447092148443,0.006813974720865795,0.7664182195739725,-0.8313329435722883,94.98951,94.03632999999999,93.21634,0.00110565887404257,0.7215738373183254,64.5755430878805,0.7019967565574916,0.6185928465718465,0.08340390998564506,0.05100511087990549
2005-07-28,95.6626,96.1793,95.3848,96.122,62794999,0.006411920895909917,0.015040492007725614,0.003933385623751273,0.005064640959191409,0.7766366175696795,0.00826553754603524,0.8166285429530523,-0.6648780835366592,95.11682,94.21928,93.32460799999998,0.001340253255333268,1.6301272946809546,68.37569547055332,0.7580914896742428,0.6464925751923258,0.11159891448191694,0.052016901135721015
2005-07-29,95.9975,96.1699,95.2891,95.4614,80939598,-0.006872516177357957,0.0015065391773623205,0.005259314110550541,0.0051807137345735105,1.0151717272955059,0.009226766001755617,1.052464984710042,0.19023707640305973,95.18477,94.39452,93.40079,0.0007143846903208129,-1.3067321567348618,60.79896143823122,0.7407036994987948,0.6653348000536197,0.07536889944517511,0.04795446154333569
2005-08-01,95.5475,95.7007,95.2414,95.3943,55656294,-0.0007029019059011654,0.0037141747850670814,0.005009548445946859,0.005204922629855064,0.9624635757719909,0.004814753082731347,0.727902780695499,-0.9644585252441852,95.28565,94.55263,93.467766,0.0010598334166274093,-0.14031240004425374,60.070825411964705,0.7132870126148987,0.6749252425658755,0.03836177004902319,0.04357236194271739
2005-08-02,95.5668,96.1505,95.4614,95.9878,59936952,0.00622154573176803,0.008547475526481385,0.005595323861777558,0.005113054324367871,1.0943212230527808,0.007179037335994744,0.7874302432078333,-0.7426463905378087,95.39379,94.70403,93.54932599999998,0.001134903314402358,1.1119185901551978,64.15942189937942,0.7310228047985703,0.6861447550124145,0.04487804978615584,0.04248079345820133
2005-08-03,95.8729,96.2757,95.7678,96.256,48213913,0.002794105084187759,0.007814921222578652,0.005545756721703757,0.004560355988275311,1.2160797832366408,0.005276554188829855,0.6426482948755129,-1.184278736430884,95.49622000000001,94.90708000000001,93.626128,0.0010737596231369384,0.5038274703658275,65.86064758415102,0.7579824960558739,0.7005123032211064,0.05747019283476751,0.03683000792216627
2005-08-04,95.8539,95.9113,95.337,95.4517,66159563,-0.008355842752659548,-0.006973429599883452,0.006214804500723699,0.005105985904612406,1.217160528216433,0.006016655544112822,0.9235081800218028,-0.30516744472562496,95.57162000000001,95.05192,93.69087800000001,0.0007895600475076314,-1.3445059144146234,57.106454855885126,0.706306100362255,0.7016710626493361,0.004635037712918955,0.02872579885830452
2005-08-05,95.2414,95.6528,94.6594,94.8203,69617710,-0.006614863852608122,-0.006715803455637492,0.0061587250580933915,0.004855328007317129,1.268446755566669,0.010476659533876121,0.9814015393882531,-0.0743906514229632,95.52187,95.112215,93.744496,-0.0005205520216148285,-1.0740636602784603,51.337513439371286,0.607401732222101,0.6828171965638891,-0.07541546434178803,0.025099565475168714
2005-08-08,95.0222,95.2032,94.4135,94.6404,62526702,-0.0018972730522894832,-0.007902987914372273,0.0061514026408067,0.004777695767273461,1.2875249786608298,0.008344216634756365,0.8826736888433904,-0.4674868730941435,95.48178,95.140405,93.78498400000001,-0.00041969446368672614,-0.30842928916312723,49.79403861716927,0.508639600690941,0.6479816773892995,-0.1393420766983584,0.023432214621346262
2005-08-09,94.9351,95.3563,94.8106,95.1935,61596618,0.005844227201068364,-0.008275009949180956,0.00603309150758062,0.004913341314356892,1.2278999405052105,0.0057325342591669675,0.8732552482277249,-0.4998305399459032,95.4837,95.18415,93.833312,2.0108548458130926e-05,0.9686951084746428,54.339353307502336,0.46958733694783916,0.6123028093010074,-0.14271547235316828,0.02196578140761285
2005-08-10,95.5382,96.0739,94.7733,95.1648,94769722,-0.00030149117324185237,-0.011336436170212738,0.005607357594744556,0.0049099857194350215,1.1420313449281843,0.01366681798311969,1.3053868073423314,1.2183861366037771,95.44922,95.219365,93.892708,-0.00036110875468797765,-0.05376705772383134,54.06582992129788,0.43134995268248133,0.5761122379773023,-0.14476228529482094,0.02076613232035127
2005-08-11,95.1075,95.6912,94.8967,95.5382,76325197,0.003923719694677086,0.0009062174901022235,0.0049197405594707195,0.004902643783775239,1.0034872563558586,0.008316045309624834,1.056881318606899,0.2278914886306339,95.39084,95.25383000000001,93.94409,-0.0006116341233589617,0.7975458969229292,57.092013266103564,0.42626311369755854,0.5461424131213536,-0.11987929942379505,0.020625526122327525
2005-08-12,95.337,95.4232,94.7169,94.9351,71045628,-0.006312658182800135,0.001210711208464943,0.004815988796653554,0.005122961368692907,0.9400790773252161,0.007439819413472981,0.9849443864583886,-0.06024321170037075,95.33821,95.26149000000001,93.97929400000001,-0.0005517301241921846,-1.3107706721443966,51.22228484697649,0.36930945792649084,0.510775822082381,-0.1414663641558902,0.02034685869912007
2005-08-15,95.0701,95.5668,94.7819,95.5382,46957078,0.006352760991456208,0.00948643496857593,0.005286155485648697,0.005201228494026469,1.0163282562417255,0.00821556194276224,0.6632841453827696,-1.262851711105221,95.3526,95.319125,94.03643400000001,0.00015093633496987557,1.2017731614081455,56.084610800916984,0.3685895343688088,0.4823385645396666,-0.1137490301708578,0.018528658648086137
2005-08-16,95.2317,95.3083,94.1801,94.2842,93673080,-0.01312563979643755,-0.009552122781492423,0.00790672620869981,0.005900780342618215,1.3399458630231853,0.011965949756162822,1.3078885337119373,1.1297026256882083,95.18224000000001,95.288015,94.069952,-0.0017866319324275626,-1.6600597756800495,45.85031758533437,0.26379085312710515,0.43862902225715433,-0.17483816913004918,0.020622270513721473
2005-08-17,94.2651,94.8106,94.1426,94.2748,81024622,-9.969857091640666e-05,-0.00935219745115845,0.007917386349686433,0.0058354709413119925,1.3567690473164042,0.007085668704680277,1.138596919799141,0.5146633879554507,94.98412,95.24017,94.10201799999999,-0.002081480746828457,-0.012592357366518795,45.78287531063356,0.17792760311577638,0.38648873842887876,-0.20856113531310239,0.022725945518629505
2005-08-18,94.1512,94.5742,94.0105,94.2651,69401776,-0.0001028906982565303,-0.013325559828424649,0.007368773846949447,0.005709796475654271,1.290549300376784,0.005979943796802967,1.0191162527989122,0.09944964032506858,94.86546,95.21854,94.136986,-0.0012492614554938664,-0.013963067184652192,45.70815956060898,0.10785437187479374,0.33076186511806177,-0.22290749324326803,0.024016846669446697
2005-08-19,94.6211,94.7733,94.2748,94.489,51787026,0.0023752162783470254,-0.004698999632380407,0.007315560601095149,0.0055228939480420425,1.3245882810566436,0.005275746383176952,0.7721979796351452,-1.1286829188786789,94.83233,95.17710000000001,94.16776599999999,-0.00034923142732878887,0.3246799641453983,47.82476801996608,0.06958555113757825,0.2785266023219651,-0.20894105118438683,0.02495354078843259
