Date,Open,High,Low,Close,Volume,ret_1d,ret_5d,vol_5d,vol_20d,vol_acc,range_vol,vol_rel,vol_z,sma_10,sma_20,sma_50,slope_10,mom_burst,rsi_14,macd_line,signal_line,macd_hist,bb_width,regime
2023-12-26,466.664,469.134,466.584,468.219,56266025,0.004223056300268,0.0077981730363585,0.0090568611815417,0.0058904104227448,1.5375602940280904,0.0054461694207198,0.698775871048649,-1.0964869599210014,463.3786,455.8831,438.29544,0.0033092981230711,0.4662824955948706,72.99654741474187,7.834131759638694,7.49453687686103,0.3395948827776642,0.0729382208386565,1
2023-12-27,468.012,469.213,467.47,469.064,69079577,0.0018047110433365,0.0035150324867732,0.0087222739477577,0.0058822694024834,1.4828076293267622,0.0037159108351951,0.8548713045400705,-0.534938929623764,464.7846,457.03555,439.12684,0.0030342359357984,0.2069082956162144,73.67322660623908,7.864025443331059,7.568434590155037,0.2955908531760221,0.0741210659431011,1
2023-12-28,469.429,470.088,468.819,469.243,78382731,0.0003816110381524,0.0180021477616636,0.003574570979024,0.0058557175680986,0.6104411521651759,0.0027043557389241,0.9616839089911016,-0.144629627371417,465.581,458.21265000000005,439.96222,0.0017134819010786,0.1067571279559683,73.82287308780322,7.812107099291381,7.617169091982307,0.1949380073090747,0.0737361422573339,1
2023-12-29,469.045,469.578,465.906,467.884,124223965,-0.0028961540182804,0.0055188302143061,0.0026248059528592,0.005971413248238,0.4395619334558313,0.0078480991014866,1.4850522226297425,1.7184819395401911,466.09350000000006,459.2341,440.88434,0.0011007751604985,-1.1033779132311454,70.5443213322871,7.573993216077497,7.6085339168013455,-0.0345407007238485,0.072394226393948,0
2024-01-02,464.783,466.27,463.14,465.266,124960111,-0.0055954039890229,-0.0021104557640749,0.0038751120289929,0.0061516960388222,0.6299257968108061,0.0067273344710337,1.4641031271615703,1.5640208256771966,466.4204,459.9923,441.8282,0.0007013614221178,-1.44393310521758,64.59302477981485,7.092280137023067,7.50528316084569,-0.4130030238226228,0.0706456351208224,0
2024-01-03,463.08,463.829,460.856,461.466,105229929,-0.0081673709232997,-0.0144227380776943,0.0041204836132824,0.0063557787188851,0.6483050772424013,0.0064425114743014,1.2106970802538335,0.7168057064840707,466.1074,460.67865,442.79882,-0.000671068418105,-1.9821384351180795,57.067496523495855,6.3309119966011735,7.270408927996787,-0.9394969313956132,0.0659652321297175,0
2024-01-04,460.984,463.601,459.752,459.98,85569059,-0.0032201722337072,-0.0193662272099329,0.0031971437898534,0.0064344877943352,0.4968761915545379,0.0083677551197877,0.9764163670943256,-0.0817446120218105,465.3633,461.2951,443.75402,-0.0015964131871754,-1.007202502660156,54.39844035708,5.543710040468909,6.925069150491212,-1.381359110022303,0.0603323928238879,1
2024-01-05,460.186,463.09,459.142,460.61,87485749,0.0013696247662942,-0.0183977171742572,0.0035400367090675,0.0063076199117485,0.5612317734101024,0.0085712424827945,0.9887094394579232,-0.0400244099655666,465.3298000000001,462.03325000000007,444.6597,-7.198676818709338e-05,0.3868955301764226,55.35184837458548,4.914036598593498,6.522862640111669,-1.6088260415181717,0.0514378223859467,1
2024-01-08,461.111,467.334,460.984,467.185,76067517,0.0142745489676732,-0.0014939600413778,0.0088552831715741,0.0067952360395538,1.3031604965639352,0.0135920459775036,0.8559276609204096,-0.5185719817790867,465.5167,462.93,445.81606,0.0004016506142523,1.6119809021482563,63.84719324945893,4.889203712809717,6.19613085465128,-1.3069271418415624,0.0451062925991847,1
2024-01-09,464.497,467.509,463.986,466.476,66977869,-0.0015176000941811,0.0026006628466295,0.0084189775164979,0.0068152696342972,1.2353109954931454,0.0075523713974567,0.7613072257829049,-0.8345462868713723,465.5393,463.69475,447.05628,4.854820460797882e-05,-0.1802594092866741,62.466927111315705,4.757471922377363,5.908399068196497,-1.150927145819134,0.03860923909571,1
2024-01-10,466.752,469.989,466.466,469.114,68378960,0.005655167682796,0.0165732686698476,0.0069899042710714,0.0068565985510126,1.0194419607720877,0.0075099016443763,0.7763162905582109,-0.7858053630671608,465.62880000000007,464.5037,448.38594000000006,0.0001922501494504,0.8090478287596635,65.45898098245918,4.810485796854778,5.688816413928153,-0.8783306170733756,0.0331236783177757,1
2024-01-11,470.128,470.651,464.881,468.908,79177759,-0.0004391256709456,0.0194095395451976,0.0064282215095398,0.0068407876212792,0.9396902616219068,0.0123051856654184,0.8941029560304941,-0.3782137909155257,465.61320000000006,465.1989,449.61518,-3.350308228355914e-05,-0.0683121454327275,65.02306794760653,4.780767484301748,5.507206628002873,-0.7264391437011248,0.0279393457773285,1
2024-01-12,470.373,471.123,467.805,469.233,58947386,0.0006930997125236,0.0187208267297713,0.0065006809397503,0.0062021911738976,1.04812650198674,0.0070711139242124,0.679541941422705,-1.0860115624307418,465.6121999999999,465.5966,450.7997600000001,-2.147705434829561e-06,0.1066195391418031,65.41438336826413,4.728928151283867,5.351550932659072,-0.6226227813752052,0.027758141903157,1
2024-01-16,467.834,469.164,465.669,467.509,86364183,-0.0036740808937137,0.0006935154168048,0.0034768222044224,0.0062565151858204,0.5557122617239396,0.0074757919098883,1.0161244850711195,0.0564818746921196,465.5747,465.8340999999999,451.86242,-8.053912676675434e-05,-1.0567350358915162,61.484756704256704,4.496895304602731,5.180619807047805,-0.6837245024450738,0.0273550150418328,1
2024-01-17,464.448,465.403,462.53,464.911,69936526,-0.0055571122694964,-0.0033549421620833,0.0043251387874787,0.0063878213806335,0.6770913790093762,0.0061796774006208,0.8602224493972286,-0.5651639970097069,465.5392,465.9798,452.71426,-7.624984776866128e-05,-1.2848399225348122,56.023015817460816,4.056608654871297,4.955817576612503,-0.8992089217412058,0.026313243365978,1
2024-01-18,466.604,469.607,465.039,469.045,93314144,0.0088920244950108,-0.0001470857829866,0.0055704630362007,0.0065694177949304,0.8479386164934537,0.0097389376285858,1.132568558190309,0.5423517346488221,466.2971,466.20225,453.57174,0.0016280046878973,1.5962807473891247,61.83291544810609,3.99520334633678,4.763694730557359,-0.7684913842205789,0.0267745246426562,1
2024-01-19,470.188,475.178,469.091,474.892,112593592,0.0124657548849256,0.0127615651684338,0.0078494431236686,0.0069963246812871,1.121938086244527,0.0128176511712136,1.3216925178141894,1.3526349605715091,467.7883,466.5758,454.52656,0.0031979611282164,1.5881067103003146,68.22663647379571,4.36799174168624,4.684554132783135,-0.3165623910968955,0.0314847519826834,1
2024-01-22,476.448,477.639,475.237,475.897,77048703,0.0021162706467996,0.0142018996958865,0.007790223340569,0.0060858611831926,1.2800527494914586,0.0050473106575582,0.9192857755657886,-0.3415798722765443,469.317,467.3234000000001,455.47716,0.0032679312415466,0.2716572147709231,69.18225210579793,4.6904556783083535,4.6857344418881794,0.004721236420174,0.0340262422904767,1
